College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Salary
CLG0032,113,7.18,7.09,8,No,1,3,2,No,553909.3526732075
CLG0064,110,6.37,6.31,9,Yes,4,7,3,No,544366.6126558251
CLG0043,86,7.95,8.43,1,No,1,2,2,No,600195.348425389
CLG0074,120,5.71,6.06,4,No,1,9,2,Yes,530271.2723340347
CLG0074,117,6.3,6.53,6,No,3,7,0,No,558637.4761078906
CLG0062,102,7.73,8.12,6,No,5,1,3,No,619241.4713115189
CLG0011,101,6.19,6.43,9,Yes,5,4,3,No,516684.99355424085
CLG0078,108,8.4,8.8,1,No,7,2,1,No,653872.4908576534
CLG0095,87,7.46,7.01,5,No,10,10,0,No,522101.2828604072
CLG0009,100,8.86,8.82,10,Yes,5,5,3,No,631012.2572952448
CLG0048,67,9.74,9.99,1,No,5,9,4,Yes,641504.8361529065
CLG0006,113,5.58,5.66,6,No,3,3,1,No,504739.6274150163
CLG0054,76,6.67,6.35,9,Yes,4,5,3,No,457051.6792489995
CLG0062,122,6.6,6.44,4,No,10,10,0,No,577874.4654957782
CLG0054,95,5.76,5.58,10,No,6,2,5,No,475868.012214318
CLG0099,96,9.05,8.81,10,Yes,9,4,4,No,625079.0807440975
CLG0098,90,8.8,8.64,9,No,10,2,3,No,610979.7095759067
CLG0056,95,7.42,7.43,3,No,8,8,2,No,567422.0222968931
CLG0082,121,7.69,8.04,7,No,3,7,2,Yes,637372.4780623794
CLG0087,62,5.3,5.54,5,No,9,7,4,No,403851.23138918553
CLG0030,119,7.78,8.12,10,No,0,7,4,Yes,639125.4700101718
CLG0003,105,8.96,9.34,1,No,5,9,4,Yes,689185.7500577446
CLG0061,81,7.87,7.79,7,Yes,1,2,4,No,552810.2636767863
CLG0015,83,6.33,6.18,8,No,10,6,0,No,482782.8561879821
CLG0003,125,8.34,7.9,6,Yes,6,4,2,No,653765.358939298
CLG0015,85,6.81,7.24,1,No,5,10,3,No,525942.3709724442
CLG0067,82,7.72,7.29,9,No,8,6,3,No,515950.0068636926
CLG0029,117,7.44,7.68,7,Yes,5,9,2,Yes,609278.5555610866
CLG0031,105,6.91,6.79,6,No,5,1,3,No,553879.1286709409
CLG0071,85,8.59,9.04,4,No,3,2,5,No,624322.3336348241
CLG0071,103,9.42,9.34,3,No,8,6,2,No,681866.0448441401
CLG0055,84,5.03,5.35,4,Yes,2,7,5,No,425946.7032028236
CLG0075,116,9.67,9.45,1,No,0,3,5,Yes,719847.8637118008
CLG0092,115,7.56,7.36,9,No,10,1,1,No,603312.9670019136
CLG0100,107,8.5,8.6,2,No,9,7,2,No,663566.187285238
CLG0043,105,9.28,9.78,2,No,7,2,3,No,694590.7751164571
CLG0025,126,7.34,7.36,3,No,7,6,1,No,621574.701622152
CLG0081,99,9.17,9.61,1,No,10,4,3,No,677665.7755020027
CLG0055,82,5.89,6.18,10,No,0,10,0,No,462251.8998166332
CLG0050,106,5.8,6.1,3,Yes,8,4,5,No,508182.0789322935
CLG0038,131,8.29,8.23,4,No,1,9,3,Yes,659895.1920066073
CLG0060,84,9.35,9.24,9,No,5,7,1,No,629769.1150798522
CLG0085,94,9.46,9.15,5,No,8,1,2,No,639087.6304291013
CLG0052,106,8.22,8.68,6,No,5,4,3,No,639367.4950927001
CLG0084,99,7.63,8.09,1,No,6,10,2,Yes,611606.6128145152
CLG0074,85,6.66,6.91,3,Yes,8,6,3,No,511876.9064754262
CLG0070,116,9.9,9.7,7,Yes,4,2,4,Yes,715509.3770756853
CLG0076,134,6.6,6.35,7,No,0,4,5,No,590952.4445651337
CLG0081,102,8.72,9.21,10,Yes,8,2,3,No,662300.3983630323
CLG0045,86,7.66,7.23,1,Yes,9,1,5,No,535154.2023826372
CLG0097,76,8.04,8.38,9,No,6,1,4,No,578471.2728104447
CLG0100,103,6.97,6.83,1,No,7,9,3,No,526899.2934499873
CLG0019,116,9.82,9.74,7,No,1,9,3,Yes,731328.9911421312
CLG0005,107,7.86,8.19,2,No,4,4,4,No,608964.1942624518
CLG0042,99,9.69,9.28,9,No,7,8,5,Yes,654002.7409580323
CLG0093,91,5.04,4.89,9,Yes,6,10,5,No,423511.23788438964
CLG0030,83,7.86,8.31,9,No,6,7,0,No,571799.1525179009
CLG0065,112,8.59,8.79,4,No,3,5,2,Yes,665215.8409365829
CLG0076,113,8.73,8.98,6,No,1,10,1,Yes,670640.8385316457
CLG0079,76,9.52,9.78,2,No,9,2,5,No,648365.048684505
CLG0005,123,5.02,4.58,3,Yes,2,9,5,Yes,484823.71354703244
CLG0038,108,5.0,4.7,6,No,8,7,3,No,455432.36168172484
CLG0011,120,7.36,7.35,1,No,3,4,1,No,612447.4001047817
CLG0084,79,5.15,5.02,7,Yes,0,10,0,No,419911.13774347946
CLG0029,79,9.87,9.78,2,No,9,2,3,No,642363.5236169004
CLG0014,97,6.11,6.39,8,No,3,2,4,No,505506.0685874871
CLG0090,107,7.36,6.87,5,No,7,3,4,No,576768.8967081319
CLG0098,126,5.31,5.47,7,Yes,7,6,3,No,529846.6385944913
CLG0074,110,7.61,7.11,8,No,9,1,4,No,567028.7748546443
CLG0091,96,6.9,6.46,3,Yes,9,5,0,No,503485.61154501844
CLG0089,84,5.22,5.13,6,Yes,1,10,2,No,423537.3011142667
CLG0010,118,6.68,7.02,9,No,9,3,2,No,590329.720055831
CLG0039,85,6.96,6.6,4,No,3,7,0,No,494055.5724758842
CLG0060,124,9.95,10.0,10,No,6,7,4,Yes,731775.9756407503
CLG0096,95,6.04,6.22,7,No,7,10,2,No,503695.5207338975
CLG0098,123,7.72,7.45,1,No,0,5,4,No,614900.3339063257
CLG0023,110,9.94,9.95,7,No,7,9,4,Yes,708104.5929391528
CLG0097,97,8.96,9.37,9,No,0,10,1,No,656912.7987927946
CLG0096,92,9.97,9.98,10,Yes,5,8,5,Yes,690746.8918421182
CLG0022,94,9.84,9.5,8,No,4,9,2,Yes,673629.969099192
CLG0086,106,7.45,7.58,4,Yes,9,6,4,No,601848.1180477546
CLG0087,101,8.48,8.57,3,Yes,6,8,1,No,632344.8998245181
CLG0083,91,5.55,5.08,7,Yes,5,10,0,No,434694.0269954572
CLG0023,97,7.21,6.8,1,No,9,2,5,No,520103.64456853276
CLG0022,101,9.05,8.71,8,Yes,0,5,2,No,632640.9811504132
CLG0062,68,7.53,7.17,1,Yes,5,8,0,No,493878.1053701604
CLG0094,106,8.51,8.27,7,No,2,2,0,No,618057.7739314681
CLG0019,85,8.73,8.68,6,No,5,2,5,No,602228.3708809724
CLG0022,82,6.27,6.14,10,No,6,3,5,No,474974.94357035274
CLG0001,74,9.38,9.77,8,No,5,2,3,No,621411.4267150393
CLG0034,73,7.3,7.41,6,No,8,4,2,No,520048.30852034665
CLG0026,79,6.05,6.43,5,No,8,4,0,No,468369.39571489685
CLG0004,89,9.33,9.36,9,Yes,7,1,5,No,623479.9648602931
CLG0048,129,7.09,6.68,4,No,4,6,0,No,594501.8408450997
CLG0045,92,8.75,8.71,7,Yes,9,7,0,No,624134.1985891885
CLG0012,102,7.74,8.06,6,No,2,7,4,No,613083.1157490493
CLG0092,106,6.91,6.6,10,No,3,5,2,No,549490.709635613
CLG0037,101,9.05,8.64,6,No,10,4,2,No,624669.7168599754
CLG0003,98,7.92,7.75,5,No,9,2,2,No,575880.0404147205
CLG0028,82,6.95,6.84,2,No,7,5,2,No,480848.52411910106
CLG0093,121,5.55,5.36,4,No,8,4,2,No,513703.8766897259
CLG0084,127,9.48,9.12,1,No,7,8,0,Yes,695606.3206533786
CLG0002,74,5.18,4.93,9,No,9,10,1,No,401731.26089346514
CLG0056,84,9.32,9.5,9,Yes,2,1,3,No,652149.6782679989
CLG0065,95,6.8,6.69,8,No,6,7,2,No,539458.4398842034
CLG0046,85,8.2,8.33,4,No,10,5,4,No,591852.2557344446
CLG0100,107,9.61,9.65,5,No,7,10,1,No,700860.2152197101
CLG0044,89,5.76,5.81,1,Yes,2,5,4,No,482076.03593402856
CLG0018,132,7.83,7.58,4,No,0,1,0,No,654635.5724055045
CLG0073,117,8.82,8.84,4,No,6,9,5,Yes,676865.4822915333
CLG0037,103,8.79,8.31,5,No,2,7,3,No,618777.4987696576
CLG0054,115,7.63,7.56,2,Yes,0,2,0,No,595769.61027239
CLG0025,116,8.12,8.19,2,No,6,5,0,No,649195.7763486961
CLG0083,91,8.79,8.47,2,No,10,8,5,Yes,614861.9876070207
CLG0062,87,9.21,8.97,8,Yes,6,7,2,No,626570.9139997073
CLG0025,101,8.81,8.53,2,No,3,2,5,No,619786.1305054667
CLG0052,112,6.77,6.34,6,Yes,1,7,5,No,536659.1015373383
CLG0063,102,9.98,9.83,2,Yes,9,6,4,No,684774.8228880984
CLG0015,76,7.17,7.65,8,Yes,4,8,2,No,542987.0729308336
CLG0046,87,5.12,4.97,1,Yes,10,9,0,No,421310.69324445806
CLG0056,98,6.81,6.77,2,No,10,7,3,No,542976.3081090482
CLG0026,98,5.64,5.79,5,No,8,8,1,No,500500.2465552078
CLG0064,129,5.61,5.76,6,No,5,10,0,No,555515.3544598706
CLG0020,79,6.41,6.86,9,No,9,7,0,No,495644.94595804205
CLG0067,107,5.27,5.63,6,No,8,7,0,No,499853.00799425744
CLG0025,122,8.44,8.73,8,Yes,0,1,4,Yes,680363.1495713054
CLG0021,134,5.37,5.82,7,No,1,5,1,No,564283.8277827024
CLG0034,93,6.02,5.75,1,No,10,10,3,No,490191.919946485
CLG0088,107,5.46,5.58,2,Yes,5,5,0,No,501749.47037127597
CLG0025,108,5.32,5.71,4,Yes,2,4,1,No,495177.55350426084
CLG0065,102,6.34,6.46,1,No,1,1,0,No,538026.4897388679
CLG0029,98,7.86,8.34,8,No,5,7,5,No,624633.4172831795
CLG0032,106,9.82,9.42,4,Yes,6,8,1,No,669826.9739686598
CLG0001,62,9.38,9.32,7,No,3,5,1,No,587021.5304029452
CLG0035,110,9.38,9.86,7,Yes,9,4,4,No,720776.320721227
CLG0056,101,5.88,5.76,8,No,8,9,4,No,502016.2513526798
CLG0016,96,6.32,6.56,9,No,10,3,1,No,530199.6390689618
CLG0032,130,5.38,4.91,9,No,2,3,2,No,494505.47350625077
CLG0079,89,8.89,9.08,7,No,1,4,0,No,609614.9675068214
CLG0005,93,5.35,5.78,9,Yes,10,7,4,No,480116.9898196418
CLG0010,129,7.78,7.66,5,No,4,2,5,No,634821.548930589
CLG0086,87,6.24,5.76,10,Yes,8,8,1,No,464035.33852956386
CLG0072,91,6.22,5.75,4,Yes,0,2,5,No,447516.75446135347
CLG0079,97,9.95,10.34,3,No,5,4,2,No,718499.8494541754
CLG0020,112,8.78,9.0,6,Yes,7,2,1,No,669422.6387239967
CLG0089,103,9.18,8.79,10,No,6,9,3,Yes,630547.3880201369
CLG0012,80,7.86,7.41,9,No,5,4,1,No,538045.8274307799
CLG0090,92,9.36,9.66,4,Yes,2,5,3,No,659837.4372652832
CLG0068,90,8.23,8.54,2,Yes,8,9,4,Yes,608842.5481502347
CLG0063,98,9.73,9.35,3,No,4,2,4,No,679618.1222564417
CLG0026,106,6.41,6.21,3,Yes,0,4,1,No,504147.5767628215
CLG0060,106,7.98,8.26,2,No,8,6,4,No,631149.8722655752
CLG0074,73,8.45,8.48,9,Yes,9,1,1,No,560889.9306350368
CLG0061,115,6.96,7.42,4,Yes,8,1,5,No,608505.636528556
CLG0015,103,9.4,9.38,3,No,0,7,1,No,675416.5235119924
CLG0005,120,9.9,10.08,10,No,6,6,3,Yes,728135.6900664264
CLG0032,106,7.47,7.48,6,No,8,4,0,No,588250.9588816378
CLG0096,116,6.95,7.39,8,No,1,5,1,No,601613.0081555843
CLG0022,106,7.36,7.26,8,No,9,5,0,No,574292.8884815868
CLG0022,120,9.26,8.99,10,No,5,9,2,Yes,697445.6094560729
CLG0012,107,8.23,8.06,6,No,9,5,4,No,618940.8034502328
CLG0064,98,5.22,5.57,5,Yes,0,2,2,No,487654.3362575361
CLG0075,134,7.71,7.71,7,No,2,7,2,No,629933.580117466
CLG0088,113,5.09,4.94,3,Yes,10,10,1,No,473401.33744010876
CLG0080,108,8.89,8.93,10,No,4,9,2,Yes,666986.625395929
CLG0016,80,6.64,6.27,2,No,6,7,1,No,472783.0678362725
CLG0065,80,7.36,6.87,8,No,10,8,4,No,496503.82401748945
CLG0051,104,8.99,8.77,9,No,4,10,4,Yes,641897.0761520034
CLG0087,102,5.23,5.34,6,No,7,3,2,No,462680.0030448754
CLG0092,90,5.79,6.0,4,No,4,9,1,No,486840.73960100394
CLG0032,102,6.99,7.32,6,No,5,7,3,No,572023.2729125828
CLG0053,123,6.15,6.58,7,Yes,1,10,3,Yes,550899.5315712983
CLG0100,110,6.69,6.6,8,Yes,4,4,0,No,545216.1567407553
CLG0003,82,9.99,10.23,3,No,6,10,0,No,692847.0627017628
CLG0013,98,9.13,8.7,6,No,0,7,5,No,636548.9301892855
CLG0092,87,9.42,8.98,10,No,9,3,0,No,615363.5850293133
CLG0092,94,9.69,9.31,6,No,8,10,2,Yes,660915.7116449835
CLG0058,93,6.7,6.65,10,Yes,8,7,1,No,510718.2025682723
CLG0045,92,6.49,6.2,7,No,7,3,0,No,496093.6775871476
CLG0024,81,6.17,5.96,4,No,10,2,1,No,457465.32422087964
CLG0051,98,9.15,9.3,6,Yes,8,1,2,No,662213.030835274
CLG0013,91,8.4,8.26,2,No,4,6,1,No,609519.5896532347
CLG0024,56,6.18,6.24,8,Yes,6,3,5,No,434081.2065379696
CLG0005,130,6.88,6.79,3,No,0,10,1,No,584813.9621816421
CLG0081,116,7.53,7.2,9,No,6,2,2,No,586627.6976733853
CLG0050,94,7.64,7.21,8,Yes,8,3,5,No,561665.88886429
CLG0076,100,9.44,9.18,6,Yes,2,8,3,Yes,673633.8720140336
CLG0049,82,6.9,6.46,10,No,8,3,1,No,483918.67192258436
CLG0018,125,9.54,9.66,2,No,4,4,1,No,723616.7868374909
CLG0033,128,7.21,7.51,8,No,8,2,4,No,620732.8113527754
CLG0058,102,8.73,8.57,6,No,7,8,4,Yes,638896.96028323
CLG0031,115,9.65,9.54,1,No,10,6,5,Yes,717250.7170267297
CLG0034,102,9.54,9.86,6,No,6,9,0,No,695581.4867637296
CLG0094,79,5.28,5.0,5,No,9,8,0,No,403048.713956281
CLG0096,93,6.03,5.65,6,Yes,5,4,2,No,465706.90883748024
CLG0074,101,7.38,7.38,1,No,1,8,2,No,552493.7963945123
CLG0031,93,7.16,7.31,4,Yes,6,1,4,No,555112.7684515616
CLG0099,96,8.2,8.3,7,No,1,9,4,Yes,606120.950627659
CLG0079,98,9.72,9.93,5,No,5,5,0,No,696179.7393644281
CLG0027,98,5.56,5.12,6,No,5,4,4,No,459357.2836678462
CLG0059,100,7.26,7.19,2,Yes,8,5,1,No,562239.0700742708
CLG0027,84,5.96,5.7,8,No,9,1,1,No,459192.6734148041
CLG0001,89,9.47,9.73,10,Yes,10,2,4,No,659991.1651288482
CLG0076,80,9.82,10.19,4,No,3,2,2,No,671900.7968960322
CLG0068,114,7.39,7.17,6,Yes,8,9,0,No,609870.1492411026
CLG0023,68,5.52,5.12,3,Yes,1,6,1,No,388643.9741181888
CLG0098,117,8.93,8.68,9,Yes,4,3,5,Yes,672870.8380327676
CLG0052,120,8.49,8.09,8,No,2,4,2,Yes,647540.4955514291
CLG0057,95,6.77,6.59,6,No,5,1,5,No,531184.1001313985
CLG0087,60,9.44,9.48,9,No,1,7,4,No,599721.8658519796
CLG0051,94,9.88,10.35,10,No,9,7,5,No,714593.7092819847
CLG0083,99,7.79,7.69,9,No,8,8,0,No,586403.2545330091
CLG0084,84,7.83,7.55,2,No,3,1,0,No,554575.4290998282
CLG0063,92,6.49,6.16,9,No,6,9,2,No,463990.3621162884
CLG0084,122,7.92,7.59,8,No,4,2,2,No,607690.9609490517
CLG0093,109,7.2,6.89,2,No,7,1,2,No,559993.2088161615
CLG0077,86,6.51,6.77,9,No,3,1,5,No,503851.88782742753
CLG0028,76,5.34,4.9,5,Yes,6,8,4,No,396196.80085119145
CLG0024,95,6.26,6.76,9,Yes,10,3,4,No,534165.8895757607
CLG0022,96,5.99,6.01,3,No,4,6,2,No,500712.59717767953
CLG0086,107,7.71,7.75,4,Yes,2,6,4,No,576622.1644009597
CLG0040,91,8.01,7.87,1,Yes,7,2,0,No,554833.65112559
CLG0075,107,8.04,8.23,5,No,5,2,3,No,632511.838191673
CLG0008,129,6.94,6.91,7,No,3,1,4,No,602676.3711263906
CLG0096,112,7.11,6.94,7,No,8,9,0,No,567882.4692466696
CLG0088,99,9.17,8.94,6,Yes,8,1,3,No,651246.4857827174
CLG0012,97,7.38,7.81,6,No,1,6,3,No,591970.6628226388
CLG0049,94,9.94,9.73,8,No,9,9,2,Yes,674266.182892088
CLG0021,117,7.2,7.14,10,No,8,6,5,No,587153.4287381703
CLG0067,90,8.25,8.1,9,Yes,3,6,2,No,583427.6743434181
CLG0039,100,5.25,4.84,4,No,8,4,0,No,437091.5515260991
CLG0062,100,8.27,7.96,4,Yes,9,5,2,No,588663.7205122261
CLG0082,92,9.26,8.95,8,Yes,7,1,3,No,626952.3583100176
CLG0058,79,9.71,9.9,5,Yes,9,3,0,No,669159.6827538244
CLG0062,104,9.99,9.9,10,Yes,2,6,0,No,678622.3786641661
CLG0070,99,6.41,6.69,9,No,9,2,5,No,550449.3916995954
CLG0036,107,7.88,8.09,6,No,6,1,5,No,632279.274661343
CLG0045,91,7.25,6.94,9,Yes,1,1,0,No,537946.7777436534
CLG0079,118,7.82,7.88,4,No,1,1,5,No,644975.2846764191
CLG0015,86,5.79,6.03,1,Yes,3,10,5,No,474394.63363000914
CLG0062,125,9.28,9.41,4,No,9,10,2,Yes,729008.9937607604
CLG0038,73,9.55,9.65,9,Yes,6,1,5,No,640734.7662004466
CLG0064,106,7.25,7.49,7,Yes,3,6,2,No,579767.6630917161
CLG0088,107,6.4,5.96,6,Yes,1,10,2,No,515575.54642318265
CLG0071,88,5.7,5.93,2,No,1,4,4,No,470830.57066374534
CLG0009,106,8.42,8.19,4,Yes,4,4,5,No,613297.0170618468
CLG0075,119,6.56,6.63,1,No,2,4,5,No,563484.3828243418
CLG0080,66,9.55,9.29,3,Yes,2,8,4,Yes,593708.6701545399
CLG0071,107,8.36,8.7,2,No,0,7,4,No,643190.6542424918
CLG0025,62,8.23,8.21,4,Yes,2,5,0,No,525568.7997008945
CLG0078,85,7.8,7.94,4,Yes,3,7,2,No,559195.0111271653
CLG0065,124,5.23,5.52,9,No,5,8,4,Yes,539266.8154056491
CLG0020,91,9.66,10.06,7,No,10,10,0,No,690110.1371425003
CLG0028,82,8.14,8.37,3,No,5,8,3,Yes,596125.4020342367
CLG0049,97,9.97,9.62,7,No,4,7,4,No,684969.5360743939
CLG0034,131,7.69,8.04,8,Yes,3,7,0,No,676248.7546664588
CLG0073,72,8.55,8.67,7,Yes,5,9,1,No,570716.2123359399
CLG0020,84,5.28,5.39,8,No,4,5,4,No,439038.6473438688
CLG0095,122,8.16,8.58,9,No,9,8,3,Yes,668038.3190271403
CLG0085,127,8.82,8.57,1,No,0,2,0,No,676400.7989207052
CLG0022,98,8.89,8.63,10,No,1,8,5,Yes,624055.5661594477
CLG0077,81,8.85,8.86,6,No,8,1,5,No,605845.7393024581
CLG0044,131,6.13,6.38,4,No,9,9,4,Yes,576952.888618123
CLG0047,123,9.88,9.83,1,No,3,1,4,Yes,747587.1395374255
CLG0025,110,9.98,10.11,2,Yes,5,8,1,No,726605.1248067352
CLG0022,87,5.38,5.33,10,Yes,4,3,0,No,442468.948762282
CLG0061,99,9.68,9.79,4,No,1,4,0,No,704221.7476173523
CLG0052,97,6.45,6.77,1,No,0,10,0,No,536062.8905623641
CLG0020,104,8.45,8.13,6,No,0,7,2,No,622483.1681830653
CLG0096,121,6.69,6.89,1,No,0,10,5,Yes,590969.2975489933
CLG0080,113,9.84,10.13,9,No,5,3,1,No,745815.0419067779
CLG0020,83,5.51,5.46,10,Yes,9,9,5,No,436384.2146388459
CLG0086,120,7.49,7.31,3,Yes,6,3,0,No,604249.4421471788
CLG0045,104,7.14,6.65,1,Yes,6,8,1,No,518930.42902231775
CLG0037,110,6.63,6.93,6,No,8,8,2,No,576425.9282082624
CLG0015,121,8.23,8.06,6,No,2,3,0,No,643082.5131391808
CLG0076,83,5.66,5.52,7,No,8,3,1,No,437067.9099162622
CLG0009,99,8.58,8.42,7,No,0,10,1,No,626719.6947163205
CLG0044,92,9.9,9.9,10,Yes,1,5,2,No,677499.5420415099
CLG0015,76,9.02,9.22,4,Yes,6,8,1,No,609064.3484675363
CLG0044,105,9.3,9.57,5,No,1,6,2,No,706274.261361398
CLG0086,137,6.8,6.69,3,Yes,9,5,4,No,618280.4800302786
CLG0012,72,6.62,6.78,6,No,10,5,1,No,477339.8417168392
CLG0027,99,7.59,7.81,7,Yes,3,6,2,No,589139.9766426617
CLG0019,109,5.23,5.03,9,Yes,1,8,5,No,497984.80095782736
CLG0025,101,9.73,9.33,9,Yes,10,6,3,No,666755.1758747348
CLG0074,98,5.72,6.11,5,No,1,7,0,No,513404.55806527316
CLG0099,80,9.52,9.7,4,Yes,10,9,0,No,650237.7799094167
CLG0064,103,5.42,5.57,7,Yes,0,7,0,No,477486.46256987104
CLG0012,88,9.11,8.67,3,Yes,8,9,2,Yes,608357.0062199301
CLG0050,67,5.76,6.08,4,Yes,9,10,2,No,451129.5452368291
CLG0072,117,5.19,5.26,9,No,2,1,0,No,512426.4067540705
CLG0011,114,8.6,8.95,5,No,0,3,2,Yes,654641.3411104415
CLG0083,100,6.4,6.87,10,No,9,6,5,No,536159.0822096601
CLG0023,103,8.57,9.03,7,Yes,5,3,1,No,654378.7108025625
CLG0088,116,7.78,8.14,2,No,7,2,1,No,638064.8547485151
CLG0015,103,5.54,5.05,9,No,6,5,1,No,457183.9375753007
CLG0063,113,9.66,10.05,5,Yes,6,1,4,Yes,725818.9744462451
CLG0020,95,7.26,6.84,5,No,1,5,0,No,536837.8181163366
CLG0089,119,8.67,9.02,4,Yes,10,8,3,Yes,676850.0630803021
CLG0078,104,7.51,7.29,8,No,3,9,0,No,573024.9570540164
CLG0010,102,8.02,8.13,4,No,5,10,1,No,598659.8439165284
CLG0061,80,6.51,6.05,2,Yes,1,6,0,No,474727.58318589267
CLG0093,104,6.0,6.27,5,No,4,4,4,No,536663.3104501455
CLG0047,87,7.71,7.32,3,No,4,3,1,No,547885.2474145375
CLG0049,90,7.2,7.11,4,No,2,8,4,No,540933.5851239306
CLG0049,87,6.95,7.27,3,Yes,1,2,4,No,537751.529945094
CLG0076,84,8.36,8.56,7,No,10,8,4,Yes,593245.7220140125
CLG0033,131,8.45,7.96,6,No,6,7,1,No,672137.7535494238
CLG0087,119,5.23,5.13,2,No,7,2,4,No,492820.9277810155
CLG0078,128,6.69,6.23,8,No,3,2,4,No,570341.7249668764
CLG0023,81,7.06,7.23,5,Yes,3,2,3,No,513896.32984390535
CLG0053,101,5.48,5.95,6,No,10,1,0,No,513387.6841890662
CLG0037,80,6.18,6.34,8,No,8,7,3,No,468367.5850870414
CLG0022,89,5.26,4.98,7,Yes,3,8,0,No,425621.00657730416
CLG0093,86,9.98,9.84,3,No,9,7,1,No,645457.24241085
CLG0100,118,8.68,9.16,2,Yes,2,4,3,Yes,694606.4751536688
CLG0002,94,5.44,5.16,3,No,10,9,2,No,450901.26087837375
CLG0020,116,5.1,5.16,8,No,0,2,1,No,492642.0837932459
CLG0005,109,8.6,8.5,4,No,2,5,1,No,643337.5768881752
CLG0091,134,7.2,7.47,8,No,4,2,0,No,647543.8189371463
CLG0003,77,8.93,9.3,4,No,1,3,0,No,621538.0685609127
CLG0082,118,9.62,9.46,7,No,4,2,4,Yes,703173.3291647242
CLG0077,117,8.0,8.16,6,No,8,8,2,Yes,644641.2898906609
CLG0086,85,5.94,5.99,10,Yes,9,10,5,No,470620.039772637
CLG0077,115,8.91,8.69,1,No,10,6,1,No,660065.4170951303
CLG0012,105,9.78,9.55,8,No,5,5,1,No,691980.363662606
CLG0032,96,7.9,7.94,6,Yes,2,5,3,No,589772.0795721045
CLG0058,87,8.41,8.06,2,No,4,9,0,No,591249.2960128399
CLG0100,89,6.69,7.0,5,No,0,2,3,No,542826.6481443148
CLG0071,130,6.91,6.48,2,No,7,1,0,No,580732.3198639092
CLG0070,100,8.67,8.26,10,No,8,6,0,No,604795.3375048864
CLG0040,111,9.64,9.48,7,No,4,8,3,Yes,685973.9176540101
CLG0006,88,8.14,7.76,10,Yes,8,8,3,No,551248.3216121133
CLG0063,88,8.95,8.93,6,Yes,7,6,3,No,592403.1781632387
CLG0025,116,5.86,5.76,7,No,7,3,5,No,510265.96154435776
CLG0091,79,6.06,6.28,6,No,1,3,0,No,469504.0539865637
CLG0069,93,7.66,8.11,10,No,4,2,2,No,589060.5683401411
CLG0083,100,5.88,6.13,1,No,7,2,3,No,513926.2465927534
CLG0073,101,8.17,7.85,3,Yes,2,2,0,No,580598.4939450276
CLG0050,97,6.46,6.9,10,No,0,7,3,No,544493.8213274409
CLG0040,105,8.96,8.85,2,Yes,10,10,5,Yes,651556.2646588857
CLG0001,110,9.04,9.01,1,No,3,9,2,Yes,680302.5882366681
CLG0046,111,7.32,7.24,1,No,3,10,2,Yes,582952.5507322496
CLG0073,85,5.9,5.68,4,No,9,7,4,No,472168.40059085086
CLG0039,95,8.23,8.63,1,Yes,3,8,4,Yes,632051.9631937433
CLG0010,117,9.96,9.79,2,Yes,3,5,2,Yes,716312.6743287895
CLG0049,113,8.11,8.19,1,Yes,8,2,3,Yes,626882.3015341038
CLG0014,79,5.18,4.92,6,Yes,10,8,4,No,409481.24226070615
CLG0046,105,5.09,5.39,4,Yes,0,5,5,No,482337.815679399
CLG0040,70,6.6,6.87,8,No,8,9,0,No,494245.57020873274
CLG0089,100,5.98,5.78,5,Yes,6,6,2,No,498236.5687827367
CLG0019,128,9.07,9.25,10,No,4,7,3,Yes,727398.5027418996
CLG0017,85,9.22,9.42,5,Yes,1,1,5,No,640513.5976760839
CLG0082,87,6.29,6.35,8,No,9,8,0,No,477630.8979951191
CLG0046,111,6.63,6.73,10,Yes,9,7,2,No,564000.5003024657
CLG0073,76,6.18,6.25,6,No,9,7,2,No,460527.48600316705
CLG0065,90,9.54,9.12,6,No,3,7,3,No,620014.1913644974
CLG0070,108,7.51,7.68,3,No,10,7,3,No,581606.8909111869
CLG0038,90,8.28,8.25,6,No,3,1,1,No,603673.5569326233
CLG0017,96,7.08,7.02,10,No,3,9,3,No,550364.3618355574
CLG0073,111,8.16,8.52,7,No,10,7,0,No,633232.8444629211
CLG0011,106,6.93,6.45,2,Yes,1,7,4,No,546901.4830387707
CLG0053,104,6.7,6.45,3,No,7,1,3,No,530219.9146430516
CLG0018,94,8.17,7.79,6,No,3,6,3,No,584062.5570348604
CLG0007,105,7.96,7.5,10,No,8,10,4,No,589367.5029208594
CLG0035,98,6.47,6.25,9,No,1,8,4,No,514883.29341493617
CLG0044,106,5.75,6.24,9,Yes,6,5,5,No,519461.23645947484
CLG0071,92,6.84,6.61,8,No,4,1,2,No,520437.492558993
CLG0039,97,7.08,7.24,8,No,4,5,2,No,561058.0519761726
CLG0011,85,8.14,7.76,9,No,6,2,4,No,555815.2732140126
CLG0010,99,9.57,9.67,9,Yes,3,2,4,No,685124.515988023
CLG0098,87,5.18,5.66,10,No,2,4,4,No,454608.9482109499
CLG0088,83,6.22,6.01,9,Yes,8,4,0,No,459533.2297240685
CLG0076,103,5.97,6.32,5,No,2,10,5,No,515699.8645004421
CLG0009,103,7.51,8.01,6,No,4,7,1,No,605351.4310257727
CLG0086,111,7.15,7.24,5,Yes,1,9,0,No,575898.0599040531
